PropID,zipcode,price,beds,baths,liveSQ,lotSQ,floors,waterfront,viewQuality,buildquality,yearBuilt,lat,long,liveSQ15,lotSQ15
1842200040,98052,425000,3,1.5,1.3,19.163,1,no,0,7,1964,47.6686,-122.153,1.86,9.744
5695000270,98103,660000,3,2.25,1.57,1.68,1,no,0,8,2014,47.6585,-122.348,1.55,1.87
1432600100,98058,218000,3,1,1.14,7.56,1,no,0,6,1958,47.4624,-122.185,2.59,7.56
1373800330,98199,1120000,4,2.5,3.69,11.191,1.5,no,3,10,1951,47.6434,-122.412,1.65,8.16
2125059161,98005,960000,4,2.5,3.43,43.56,2,no,2,10,1979,47.6426,-122.18,1.5,44.431
9808700405,98004,1900000,3,2.5,2.66,13.367,2,no,2,10,1992,47.6501,-122.217,3.04,13.367
2891000010,98002,269000,4,2.5,1.594,7.665,1,no,0,7,1975,47.3262,-122.211,2.533,6
1900600105,98166,255000,3,1.5,1.49,6.604,1,no,0,6,1918,47.4683,-122.351,1.76,6.604
2222059154,98042,407000,4,2.5,2.927,6,1,no,0,7,2011,47.3737,-122.16,1.3,6
3630200780,98029,1050000,4,3.75,3.86,5.474,2,no,0,10,2007,47.5396,-121.995,1.7,5.474
1623300325,98117,999000,5,3.5,2.81,2.7,2,no,0,9,1910,47.6799,-122.363,1.64,3.8
5466310060,98042,139500,2,1.5,1.23,1.561,1.5,no,0,7,1983,47.3768,-122.149,2.5,2.243
1795920250,98052,637000,3,2.25,2.2,7.355,1,no,0,8,1986,47.7266,-122.103,3.96,7.868
5112800042,98058,4.00E+05,5,2.75,2.47,19.2,2,yes,0,8,1977,47.4496,-122.083,2.77,35.14
2323069053,98027,420000,4,1.75,2.48,60.548,2,no,0,7,1968,47.4722,-122.001,1.37,90.169
7987400475,98126,745000,5,3,2.4,10.126,1,no,3,8,1981,47.5726,-122.373,1.34,3.946
1796360990,98042,205000,3,1.75,1.17,8.239,1,no,0,7,1981,47.3679,-122.088,2.3,7.866
6413600285,98125,402000,3,1.75,1.58,6.127,1.5,no,0,7,1947,47.7192,-122.32,1.14,6.128
3342700465,98056,250000,3,1.5,2.84,10.182,2,no,0,8,1951,47.524,-122.2,2.05,9.669
8682281070,98053,752500,2,2.5,2.28,6.23,3,no,0,8,2005,47.7065,-122.013,1.58,5.931
5635100080,98030,359950,4,2.5,2.542,6.12,1,no,0,8,2014,47.3751,-122.188,2.8,8.984
5076700115,98005,529941,3,2,1.66,10,2,no,0,7,1961,47.5852,-122.174,1.078,9.72
7661600206,98188,262000,4,2.5,2.07,8.685,1,no,0,7,2006,47.4697,-122.267,2.879,9.715
2346200030,98006,802541,5,2.75,2.99,6.768,1.5,no,0,9,2014,47.5462,-122.182,1.33,6.768
3580900200,98034,440000,4,2,1.45,8.4,1,no,0,7,1962,47.7285,-122.24,2.05,7.44
9406510130,98038,448000,5,3.5,3.74,24.684,2,no,0,9,1998,47.3832,-122.057,2.32,26.023
9828702335,98112,570000,2,2,1.14,0.69,1,no,0,8,2014,47.6205,-122.3,1.69,1.171
6205500280,98005,576000,3,1.75,1.5,13.891,1.5,no,0,7,1951,47.5866,-122.175,4.64,13.891
7418000020,98059,305000,3,1.75,1.4,10.35,1,no,0,7,1976,47.479,-122.132,1.55,10.457
1651800010,98004,1300000,4,1.75,2.61,21.6,1,no,0,8,1966,47.6245,-122.227,1.65,20.33
1796350080,98042,239950,3,1.75,1.23,9.6,1,no,0,7,1984,47.3675,-122.095,1.16,8.25
922059169,98031,8.00E+05,6,4.25,5.48,189.05,1,no,0,10,1991,47.412,-122.168,1.28,10.429
3885802970,98033,827500,3,2.5,1.81,7.2,2,no,0,7,1960,47.6885,-122.211,3.93,7.2
8857100180,98008,350000,3,2.25,1.41,1.34,1,no,0,8,1967,47.6108,-122.113,2.69,2.748
2024059052,98006,975000,6,3,3.42,22.421,1,no,0,9,1948,47.5508,-122.189,1.13,15.56
3362900810,98103,532170,3,2,1.36,3.09,2,yes,0,8,1990,47.6838,-122.353,1.62,3.09
425079046,98014,435000,3,2.5,1.778,147.823,2,no,0,7,1999,47.6811,-121.915,1.97,43.676
1545802830,98038,258500,3,2,1.46,7.93,1,no,0,7,1989,47.359,-122.049,1.05,7.93
5209200010,98125,485000,3,1.5,1.87,7.853,1,no,0,7,1962,47.7045,-122.281,1.54,8.3
7831800411,98106,250000,4,1.75,1.51,5.5,2,no,0,7,1920,47.535,-122.359,2.4,6.431
4122900020,98004,1390000,4,3,4.04,20.001,1,no,0,9,1972,47.6408,-122.212,1.01,20.098
3876600120,98001,265000,3,1.5,1.78,10.196,1,no,0,7,1967,47.3375,-122.291,1.15,7.875
3821400200,98168,215000,3,2,1.29,9.312,2,no,0,7,1947,47.4811,-122.325,1.536,7.3
2391602500,98116,512500,3,2.5,1.84,2.875,2,no,0,7,1997,47.562,-122.393,2.33,5.75
7922900030,98008,851000,3,2.75,2.66,10.35,2,no,4,8,1971,47.5868,-122.116,1.5,10.043
1962200037,98102,626000,3,2.25,1.75,1.572,1,yes,0,9,2005,47.6498,-122.321,2.18,3.05
3904921070,98029,590000,4,2.5,2.34,8.971,3,no,0,9,1987,47.5679,-122.011,2.12,9.219
3332000091,98118,320000,3,1,1.19,4.12,1,yes,0,6,1929,47.5513,-122.272,2.33,4.635
4310702837,98103,375000,3,3.25,1.37,1.227,2,no,0,8,2007,47.6964,-122.341,1.09,1.236
7131300063,98118,350000,4,1.75,2.14,4.959,2,no,0,7,1965,47.5166,-122.266,1.3,5.25
9542801410,98023,286000,4,1.75,2.19,8.4,1.5,no,0,8,1978,47.3003,-122.373,1.54,7.7
8645511350,98058,3.00E+05,3,1.75,1.81,21.138,2,no,0,7,1977,47.4674,-122.178,1.89,12.2
7202330190,98053,421200,3,2.5,1.44,3.06,1,no,0,7,2003,47.6821,-122.035,2.52,3.06
3395041194,98108,268000,3,2.75,1.88,1.793,1.5,no,0,7,2001,47.5405,-122.293,2.25,2.537
1737100040,98033,525000,3,1.75,1.71,7.35,2,no,0,8,1981,47.699,-122.167,1.38,7.56
3845100620,98092,400950,4,2.5,2.578,4.554,1.5,no,0,9,2014,47.2603,-122.194,3.01,4.554
224069010,98075,653450,3,2.5,2.07,49.658,1,no,0,8,1980,47.5936,-122.013,1.2,35.16
8643200060,98198,170500,3,1,1.64,13.939,1,no,0,7,1960,47.3947,-122.313,2.2,13
1442800060,98038,205000,3,2.5,1.87,3.118,2,no,0,8,1993,47.3739,-122.056,3.86,3.601
8154100020,98002,248500,3,1.75,2.09,12.026,1,no,0,7,1948,47.3095,-122.217,1.6,9.496
1423600020,98058,267000,3,1.5,1.09,8.16,1,no,0,7,1967,47.4551,-122.175,1.28,7.56
1795920440,98052,639500,4,2.25,2.33,8.994,1,no,0,8,1986,47.7264,-122.104,2.29,8.396
6380500135,98177,326100,2,1,0.88,7.683,1.5,no,0,6,1942,47.7145,-122.361,1.59,7.695
3394100230,98004,1050000,4,2.5,3.03,12.59,1,no,0,10,1988,47.5806,-122.193,1.9,11.635
1422029117,98070,319000,3,1.75,1.64,53.4,1,no,0,7,1966,47.3944,-122.506,1.84,380.279
5468700105,98133,415000,3,1.75,2,8.4,2,no,0,8,1959,47.7535,-122.334,1.45,8.4
5112800190,98058,249000,3,1.5,1.18,11.579,2,no,0,7,1962,47.4502,-122.089,1.69,22.486
1387301430,98011,460000,3,2.25,1.65,7.313,1,no,0,7,1975,47.7375,-122.194,1.24,7.252
7789200070,98056,235000,3,1,1.25,15.603,1,no,0,7,1959,47.5093,-122.172,2.24,10.22
1023059511,98059,527000,4,2.5,2.9,6.736,1,no,0,8,2013,47.4954,-122.152,1.33,6.736
9322800230,98146,1250000,4,2.5,2.96,20.24,1,yes,4,10,1985,47.5075,-122.389,1.056,14.96
7203230040,98053,1050000,5,3.25,4.24,9.588,2,no,0,9,2014,47.6901,-122.018,2.51,8.425
9547202950,98115,564000,4,1,1.17,4.59,1.5,no,0,7,1925,47.6804,-122.311,1.72,4.08
4139460290,98006,898000,3,2.5,3.53,9.753,1.5,no,0,10,1997,47.5539,-122.103,2.57,9.234
421000465,98056,269500,2,1.5,1.48,7.276,2,no,0,6,1978,47.4942,-122.166,2.5,6.71
7768700315,98004,1230000,3,1.75,2.2,14.63,1,no,1,8,1948,47.6074,-122.213,1.01,15.803
8155820110,98056,355000,3,1.75,1.46,7.203,2,no,0,7,1990,47.5049,-122.189,1.41,7.203
1951600150,98032,180000,3,1,1.61,8.5,1.5,no,0,7,1959,47.3717,-122.297,1.51,8.75
312000265,98136,375000,2,1,0.79,5.12,2,no,0,6,1950,47.557,-122.395,2.26,5.12
3520069033,98022,230000,3,1,1.53,389.126,1,no,0,7,1919,47.1776,-122.011,2.69,42.148
5561710110,98031,319990,3,2.25,1.84,7.326,1,no,0,7,1979,47.3958,-122.168,2.46,7.475
4217401365,98105,1480000,5,3.25,3.68,10.3,1.5,no,0,10,1927,47.6548,-122.28,2.31,7.2
8165100035,98177,245560,2,1.5,1.26,9.693,1,no,0,7,1957,47.7775,-122.365,1.74,9.693
2473420070,98058,291600,3,1.75,1.63,7.48,2,no,0,7,1979,47.4514,-122.159,1.6,7.48
6791400070,98042,350000,3,2.5,2.04,13.59,2,no,0,8,2009,47.3122,-122.04,1.51,12.485
1865000110,98092,365000,4,2.5,2.54,6.688,1,no,0,9,2002,47.3314,-122.18,1.87,6.776
8670900140,98102,995000,3,2.25,3.2,3.8,1,no,0,9,1914,47.638,-122.317,5.79,3.9
6600400370,98042,215000,3,1,1.19,7.5,2,no,0,7,1968,47.3248,-122.142,1.45,9.75
6204410150,98011,525000,4,2.25,2.66,7.957,1,no,0,8,1977,47.7351,-122.199,2.14,8.25
9211010220,98059,530000,4,2.5,3.25,4.5,2,no,0,8,2008,47.4944,-122.15,1.85,4.598
1922000180,98040,1160000,4,3.75,3.56,13.959,1,no,0,9,1972,47.5575,-122.211,2.96,11.834
1328320760,98058,327000,3,2.5,1.81,7.35,1,no,0,8,1984,47.4434,-122.125,1.45,7.35
534000080,98117,333000,2,1,0.72,6.686,1,no,0,6,1942,47.7003,-122.362,3.22,6.686
5363200180,98115,640000,4,2,2.56,7.798,1,no,0,7,1947,47.6914,-122.296,1.88,7.798
5666300010,98133,302000,3,1,1.11,7,2,no,0,7,1955,47.754,-122.341,1.17,7
3326059238,98033,5.00E+05,4,2.25,2.05,7.201,2,no,0,8,1994,47.7003,-122.165,2.5,7.35
513000550,98116,650000,3,2,2.52,5.98,1,no,0,8,1957,47.5767,-122.383,1.41,5.75
161000120,98144,650000,4,2,2.85,4.497,1,no,1,7,1910,47.5876,-122.292,2.46,6
6046400465,98103,397500,3,1,1.48,5.1,1,no,0,7,1938,47.6915,-122.348,1.55,5.1
4298100060,98077,590000,4,2.25,2.43,32.496,2,no,0,9,1993,47.7642,-122.048,1.49,35.506
1782000160,98126,356700,2,1,1.09,5,1,no,0,7,1942,47.5258,-122.378,2.92,5.25
3362401815,98103,764000,3,2,1.42,4.08,1,no,0,8,1904,47.6801,-122.348,3.24,3.06
3459700340,98155,537250,4,2.5,2.59,9.53,2,no,0,8,1978,47.7752,-122.285,2.05,10.97
11510310,98052,835000,4,2.75,3.13,13.412,2,no,0,9,1993,47.6993,-122.102,2.21,9.984
1774220160,98077,632925,3,2.5,2.99,32.239,1.5,no,0,8,1978,47.7718,-122.095,1.54,36.497
2391602250,98116,440000,4,1.5,1.77,5.75,3,no,0,7,1947,47.5621,-122.394,1.78,5.75
9406500350,98028,207000,2,1.5,1.068,1.158,1,no,0,7,1990,47.753,-122.244,1.84,1.278
287000110,98146,680000,4,1.5,1.88,6.2,1,no,2,8,1954,47.5035,-122.384,2.71,6.5
9414610020,98027,574950,5,3.25,3.16,10,1,no,0,8,1980,47.52,-122.047,1.47,10
3832710680,98032,215000,4,2,1.54,7.575,2,no,0,7,1978,47.3664,-122.279,1.53,7.575
7575620640,98003,329000,3,2,1.84,6.755,1,no,2,8,1989,47.3512,-122.305,2.02,6.459
6681500080,98199,736500,3,2,2.23,4.8,1,no,0,7,1915,47.645,-122.386,1.72,5.04
9468200100,98103,569950,4,1,1.14,5.94,2,no,2,7,1916,47.6795,-122.354,1.58,4
6979970150,98072,420000,3,2.5,2.39,3.903,1,no,0,8,2006,47.7515,-122.174,2.56,3.431
2426059076,98072,680000,4,2.5,2.7,37.431,1.5,no,0,8,1978,47.7258,-122.117,2.9,37.431
913000315,98116,1300000,6,4.5,3.902,3.88,1,no,4,9,1977,47.5837,-122.399,1.29,3.87
3835502815,98039,1260000,3,2.5,3.11,9.93,2,no,1,8,1954,47.6112,-122.226,1.55,14.399
7936000252,98116,521000,2,1,1.05,7.5,3,no,3,6,1910,47.5577,-122.399,1.74,13.68
1321700030,98023,575000,4,2.5,4.62,20.793,1,no,0,11,1991,47.2929,-122.342,2.5,20.793
2023049361,98148,246500,2,1,0.94,6,1,no,0,7,1954,47.4631,-122.329,2.26,8.547
4036800170,98008,453000,4,1.75,2.12,7.42,1,no,0,7,1956,47.6019,-122.13,2.31,7.42
2878601425,98115,6.00E+05,3,1.75,1.65,5.1,1,yes,0,7,1908,47.6873,-122.321,1.58,5.1
1090000005,98136,402000,2,1,1.21,5.6,1,no,0,7,1922,47.5322,-122.392,1.42,5.028
2827100075,98133,286308,2,1.5,1.22,1.036,2,no,0,7,2006,47.7348,-122.347,3.64,0.659
8651510380,98074,310000,3,2,2.07,9.195,1,no,0,8,1982,47.6491,-122.061,1.29,9.551
1843130980,98042,284000,4,2.5,2,5.39,1,no,0,7,2003,47.3732,-122.129,0.67,5.39
1025049266,98105,555000,2,2.25,1.16,0.954,1.5,no,0,8,2014,47.6647,-122.284,2.31,1.327
430000175,98115,550000,3,1.75,1.52,5.618,2,no,0,7,1953,47.68,-122.284,4.32,5.618
3904930240,98029,485000,3,2.5,1.88,5.502,2,no,0,8,1988,47.5737,-122.018,1,5.411
9262800208,98001,637000,4,3.5,4.083,68.377,1,no,0,10,2005,47.3114,-122.262,1.94,41.382
1727000680,98005,699000,4,2.5,2.44,14.47,2,no,0,9,1970,47.6401,-122.168,1.48,15.564
3815500035,98028,385000,3,1.5,1.49,9.63,2,no,0,8,1959,47.7623,-122.256,2.35,10.469
224069114,98075,635000,4,2.5,2.47,77.55,1,no,0,7,1987,47.5888,-122.011,2.55,40.894
5466410030,98042,249000,3,2,1.36,6.082,1,no,0,7,1994,47.3577,-122.16,1.18,6.987
200500410,98011,575000,3,2.5,1.96,9.535,2,no,0,8,1989,47.7371,-122.215,2.94,9.206
2767602141,98107,650000,3,1.5,1.38,4.29,1,no,0,7,1955,47.674,-122.379,1.21,3.9
3869900139,98136,484950,3,2.25,1.59,0.926,1,no,0,8,2014,47.5402,-122.387,2.27,1.321
3971701990,98155,4.00E+05,4,1.75,1.81,9.75,2,no,0,7,1977,47.7681,-122.311,3.15,10
1326039061,98133,429950,3,1.75,1.43,9.75,1,no,0,7,1962,47.7441,-122.357,1.44,9.282
5101406384,98125,574500,4,1.5,1.43,6.38,2,no,0,9,1930,47.7014,-122.313,1.56,5.112
9828702266,98144,520000,3,2.5,1.48,1.165,1,no,0,8,2006,47.6199,-122.3,1.89,1.231
7335400345,98002,135000,2,1,0.78,6.685,2,no,0,5,1948,47.305,-122.215,2.78,6.695
2619920030,98033,760000,4,2.5,3.22,4.031,1,no,0,9,2002,47.688,-122.163,3.04,5.083
5470100270,98042,225000,3,1.5,1.31,10.491,2,no,0,7,1969,47.3682,-122.148,2.02,9.664
8827900690,98105,6.00E+05,3,2,1.46,2.8,2,no,0,7,1921,47.67,-122.295,1.83,4.56
6453550090,98074,861111,4,2.5,3.65,7.09,1,no,0,10,2008,47.606,-122.052,2.72,7.272
7129303180,98118,310000,3,2,1.29,6.15,1,no,1,6,1950,47.5181,-122.257,2.42,6.15
2324059314,98006,795000,4,2.5,2.89,7.798,1,yes,0,9,2005,47.5456,-122.129,1.41,30.95
3222049044,98198,835000,3,3,2.79,12.523,2,yes,4,8,1977,47.3571,-122.324,1.42,11.476
7787050180,98059,585000,3,2.75,3.08,7.282,1,no,0,9,2008,47.4826,-122.149,1.89,7.274
1924069039,98027,869000,5,3.25,4.18,49.222,1.5,no,0,8,1979,47.5488,-122.094,1.66,8.029
6392001005,98115,511500,4,1,1.36,6,1.5,no,0,7,1917,47.6854,-122.288,2.33,6
7978800621,98003,229000,3,1,1.37,56.628,1,no,0,7,1942,47.3058,-122.306,1.64,8.702
2521059060,98092,490000,3,2.25,2.84,107.157,2,no,0,9,1983,47.2848,-122.118,1.36,215.622
1253200170,98032,250000,4,1.5,2.5,6.3,1,no,0,7,1961,47.3781,-122.284,2.39,8.925
1545807810,98038,118000,1,1,0.67,7.957,1,no,0,6,1978,47.3594,-122.056,2.4,7.957
6700390150,98031,245000,3,2.5,1.72,3.407,1,no,0,7,1992,47.4034,-122.188,3.36,3.407
316000160,98168,260000,3,1,1.48,7.469,1,no,0,6,1940,47.5048,-122.301,1.5,7.379
7227502075,98056,410000,4,2.5,2.07,6.18,1,no,0,8,2007,47.4915,-122.183,1.82,6.018
7011201004,98119,645000,3,3.25,1.73,1.229,1,no,2,9,2008,47.6374,-122.369,3.01,1.686
7202340860,98053,561000,3,2.5,2.12,5.277,2,no,0,7,2005,47.6811,-122.034,1.95,5.257
5422950170,98038,405000,5,2.5,3.37,5.092,2,no,0,7,2006,47.3594,-122.036,1.22,5.092
7518500985,98117,591500,4,2.5,1.69,4.08,1,no,0,7,1912,47.6825,-122.379,2.45,4.59
8854100220,98011,585000,3,3.25,3.05,12.7,2,no,0,8,1990,47.7445,-122.214,1.89,12.386
6056100380,98108,415000,3,2.25,1.97,2.377,2,no,0,8,2008,47.5631,-122.297,1.89,1.936
7852030330,98065,480000,3,2.5,2.27,4.488,1,no,0,7,1999,47.5329,-121.879,0.87,4.427
3758900150,98033,425000,2,1,1.43,13.3,2,no,0,6,1921,47.6996,-122.203,2.51,11.421
1247600105,98033,5110000,5,5.25,8.01,45.517,1,no,4,12,1999,47.6767,-122.211,1.72,26.788
8563001070,98008,550000,4,2,1.66,12.377,3,no,0,8,1966,47.6231,-122.102,2.13,8.968
1346300035,98112,1990000,5,3,4.48,5,2,no,0,12,1902,47.6275,-122.315,1.68,5.6
3271301175,98199,661000,2,1,1.26,5.8,2,no,0,7,1939,47.6501,-122.409,1.48,5.8
3304300080,98059,588000,4,2.5,3.06,7.71,1,no,0,9,2009,47.4828,-122.136,1.73,7.84
2459950010,98058,258000,3,2,1.39,7.2,1.5,no,0,7,1996,47.434,-122.154,2.85,7.34
3210700380,98004,640000,4,2.75,2.1,11.894,2,no,0,8,1968,47.6006,-122.194,1.33,9.45
6392001810,98115,507000,3,1,1.18,6,1,no,0,7,1950,47.6853,-122.286,1.38,6
7548300326,98144,290000,4,2,1.66,4.788,1,no,0,7,1968,47.5878,-122.312,2.1,5
3211240370,98092,460000,4,2.25,2.69,36.114,1.5,no,0,9,1986,47.3106,-122.116,1.82,35.091
7732410220,98007,808000,4,2.25,2.5,8.866,1,no,0,9,1987,47.6604,-122.146,2.18,8.847
5445300050,98117,672000,3,2.25,1.13,4.445,1,no,0,8,1930,47.6845,-122.375,1.25,4.445
797000258,98168,350000,2,2.75,2.82,11.77,2,no,0,7,1947,47.5102,-122.324,1.445,12.5
5418500650,98125,586000,4,2.25,1.93,8.338,2,no,0,8,1968,47.7026,-122.285,0.99,7.616
3750603685,98001,250000,3,1.5,2.03,14.4,2,no,0,7,1969,47.2639,-122.285,2.08,14.4
7204200025,98198,1230000,4,2.5,3.12,49.456,2,no,4,9,1974,47.3535,-122.323,2.86,32.181
1430800279,98166,469000,4,1.75,2.96,11.347,1,no,0,8,1946,47.4738,-122.353,2.66,8.911
5230000020,98059,5.00E+05,4,3,3.72,15.048,2,no,0,7,1979,47.5116,-122.144,2.9,15.18
1370804115,98199,515000,2,1,1.64,5.2,1,no,0,7,1937,47.6426,-122.403,1.68,5.04
3172600095,98106,371500,3,1,1.65,6.4,2,no,0,7,1954,47.52,-122.365,1.82,6.4
4239400730,98092,152000,3,1,1.09,3.264,1,no,0,6,1969,47.3155,-122.182,2.51,3.33
3352400325,98178,225000,3,1.5,1.22,8.345,2,no,0,7,1931,47.5038,-122.266,1.59,10.169
3023049215,98166,519000,5,2.25,2.57,13.054,1,no,1,8,1950,47.4487,-122.352,1.4,19.807
2968801085,98166,334000,4,1.5,1.68,7.62,1,no,0,7,1965,47.4578,-122.351,2.66,7.62
1441800010,98034,459900,3,2.25,2.25,8,2,no,0,8,1976,47.7229,-122.202,1.37,9
